id,lexical_diversity,Twitter for iPhone,Twitter for Andriod,Twitter for iPad,Twitter for Web Client,Twitter for Websites,Twitter for Web App,Other,location,account_age,tweets,following,followers,likes_given,verified,sentiment_neg,sentiment_neu,sentiment_pos,hashtag_count,mentions_count,likes_received,retweets_count,url_count,label
26175726,0.025072205,0,0.87,0,0,0,0,0.13,0,3976,202994,1753,1167,3180,0,0.08676,0.75909,0.15419,12,175,89,5,35,0
378325163,0.430904523,0.11,0,0,0,0,0,0.89,1,3064,15158,72,202109,35,1,0.02085,0.84005,0.13911,19,51,3414,665,90,0
292907073,0.055825243,0.97,0,0,0,0,0,0.03,1,3205,8387,948,1097,8571,0,0,1,0,1,59,282,14,3,0
251112856,0.706653226,1,0,0,0,0,0,0,1,3286,7385,35,233556,8888,0,0,0.99556,0.00444,1,2,2238,421,85,0
465085290,0.057008488,1,0,0,0,0,0,0,0,2949,19505,30,83052,4383,0,0,1,0,41,34,1095,357,58,0
18776017,0.426002766,0.06,0,0,0,0,0.4,0.54,1,4051,45337,4081,1116394,69841,1,0.04063,0.81002,0.14936,45,131,14032,2263,46,0
558572709,0.369532428,0.08,0.14,0,0,0,0.7,0.08,1,2853,56377,237,2159018,2726,1,0.02383,0.92343,0.05273,49,40,36044,5833,29,0
291469848,0.423043096,0.98,0,0,0.02,0,0,0,1,3208,2545,147,302,262,0,0.02004,0.80077,0.1792,54,120,313,59,53,0
359245295,0.679054054,1,0,0,0,0,0,0,1,3096,67104,702,188554,675,1,0.00359,0.98327,0.01314,4,70,14800,19435,22,0
3097948927,1,1,0,0,0,0,0,0,0,1790,12432,42452,32311,21538,0,0,1,0,4,54,2398,113,0,0
403627397,0.510638298,1,0,0,0,0,0,0,1,3023,30090,1299,920,10328,0,0.09486,0.75469,0.15046,3,32,193,46,11,0
119456978,0.029166034,0.61,0,0,0.19,0,0.2,0,1,3632,15909,403,227390,119,1,0.057,0.75229,0.19071,2,36,16490,4708,82,0
585091018,0.031835629,0,0,0,0.75,0,0.25,0,0,2823,6236,771,593,12655,0,0.02403,0.95459,0.02139,6,171,120,10,42,0
369597274,0.036739152,1,0,0,0,0,0,0,0,3079,4972,280,108312,38,0,0.00937,0.94848,0.04215,6,95,1126,951,49,0
729101640,0.464805825,1,0,0,0,0,0,0,1,2751,15890,320,815,23434,0,0.1159,0.76293,0.12115,4,36,236,15,23,0
4855688674,0.066133921,1,0,0,0,0,0,0,1,1476,2446,1717,1805,4065,0,0.083896104,0.798246753,0.11787013,0,44,89,13,26,0
141711645,0.421107628,1,0,0,0,0,0,0,1,3566,21339,384,1711104,481,1,0.01126,0.95388,0.03486,0,44,136527,9868,39,0
181376957,0.67791411,0.98,0,0,0,0,0,0.02,1,3460,45596,395,23717,7397,0,0,0.99824,0.00176,40,8,654,467,16,0
572195697,0.027825786,1,0,0,0,0,0,0,1,2838,100312,3822,111612,20102,0,0.05208,0.87689,0.07103,7,71,3065,1633,51,0
1129425277,0.572916667,0,1,0,0,0,0,0,1,2570,12240,806,934,6834,0,0.03646,0.90644,0.0571,1,6,123,21,16,0
2897877407,0.447761194,0,1,0,0,0,0,0,1,1900,61634,821,1769,38003,0,0.03908,0.93039,0.02053,0,24,76,18,23,0
893663299,0.028438641,0.54,0,0,0,0,0.01,0.45,1,2670,29256,591,1012,10673,0,0.01853,0.92315,0.05832,1,51,40,5,53,0
115546295,0.032807206,1,0,0,0,0,0,0,1,3645,70599,974,1368,72509,0,0.09666,0.6797,0.22363,0,44,49,25,9,0
716333412,0.403326403,0,0.12,0,0.03,0,0.15,0.7,0,2757,762,890,75,43,0,0.0309,0.8325,0.13661,105,71,45,4,61,0
33952399,0.493810179,0,0.96,0,0,0,0.04,0,1,3948,1867,996,1153,32069,0,0.04548,0.69755,0.25697,38,138,514,52,35,0
29844579,0.342036554,0,0.01,0,0,0,0.58,0.41,1,3961,41926,12345,133388,16145,0,0.00663,0.77934,0.21403,27,62,1204,134,63,0
90420314,0.429343629,0.99,0,0.01,0,0,0,0,1,3739,3068,148,26807549,269,1,0.02373,0.77864,0.19762,45,56,483124,26607,80,0
277229509,0.026469269,0.2,0.27,0,0,0,0.53,0,1,3235,50998,32627,59179,78456,0,0.07196,0.75266,0.1654,21,113,5064,2919,61,0
3047930108,0.391715976,0.44,0,0.56,0,0,0,0,1,1810,3601,87,69,2907,0,0.08114,0.79921,0.11965,10,159,414,13,20,0
125448744,0.581679389,0.9,0,0,0.1,0,0,0,1,3613,44360,12839,42458,2165,0,0.05482,0.82893,0.11625,5,117,139,4,9,0
378341353,0.445464983,0,0.48,0,0,0,0.52,0,1,3064,23385,192,234,67497,0,0.11785,0.76893,0.11319,46,53,228,7,40,0
1896807990,0.048504983,0,0,0,0.04,0,0,0.96,1,2332,2465,322,24567,12,0,0,0.99708,0.00292,220,2,1,0,107,0
184910040,0.415929204,0.84,0,0,0.16,0,0,0,1,3452,310,0,27425734,0,1,0.023,0.75893,0.21806,13,24,4090242,1138431,31,0
295300441,0.028708134,0.94,0,0,0,0,0,0.06,0,3201,45149,79,477,166670,0,0.10269,0.76942,0.12789,13,35,22,0,42,0
208651278,0.031224922,0,1,0,0,0,0,0,1,3394,62983,92550,96500,34580,0,0.07281,0.92607,0.00112,29,65,398,151,56,0
2968601413,0.030006743,0.45,0.55,0,0,0,0,0,1,1859,11226,140,1125,3182,0,0.03506,0.86215,0.10279,48,31,251,212,14,0
14114267,0.494966443,0.21,0,0,0,0,0.71,0.08,1,4355,79469,2766,136669,3201,0,0.00626,0.9863,0.00744,20,28,595,127,74,0
36307117,0.47161066,0,0.97,0,0.03,0,0,0,1,3941,5778,62,36,243,0,0.08662,0.81718,0.09622,101,34,17,2,7,0
635576092,0.448390677,0.98,0,0,0,0,0,0.02,0,2768,449,214,52,2767,0,0.08874,0.7713,0.13998,27,86,90,3,23,0
580525442,0.453947368,0,1,0,0,0,0,0,1,2828,35509,902,1105,19317,0,0.04687,0.94062,0.01252,1,48,119,6,10,0
81225298,0.448934607,0,1,0,0,0,0,0,1,3777,92345,299,733641,22147,0,0.02829,0.96635,0.00536,17,51,49208,8211,26,0
2241611899,0.457309942,1,0,0,0,0,0,0,1,2253,77570,608,1171,8928,0,0.06688,0.91417,0.01894,0,20,24,12,8,0
848662740,0.026192836,0,1,0,0,0,0,0,0,2693,26816,2202,1037,5961,0,0.04239,0.94882,0.00878,0,37,96,7,34,0
937104758,0.024860753,1,0,0,0,0,0,0,1,2650,12870,1523,2054,28748,0,0.0417,0.95369,0.00461,0,46,286,47,30,0
537524220,0.025222979,0,1,0,0,0,0,0,1,2878,25216,831,1352,29606,0,0.03657,0.94622,0.0172,3,34,383,59,24,0
2214647953,0.673693859,0.37,0.38,0,0.2,0,0.05,0,0,2269,16301,1555,112147,2972,0,0,0.99191,0.00809,3,9,14407,11655,93,0
1157143663,0.446721311,0.13,0,0,0,0,0.87,0,1,2560,13898,106176,142939,80412,0,0.0854,0.73856,0.176,0,36,63649,11694,70,0
562445678,0.442329227,0.87,0,0,0.02,0,0.11,0,1,2849,39754,322,310755,21540,0,0.02487,0.94081,0.03432,0,95,5694,253,42,0
3202726835,0.52184466,0,0.33,0,0.28,0,0,0.39,1,1754,4570,860,792,2335,0,0.02679,0.96488,0.00833,0,18,25,16,3,0
1668972426,0.025710702,0,1,0,0,0,0,0,0,2373,31177,1773,1538,97284,0,0.06073,0.90724,0.02203,0,13,55,16,3,0
1018413906,0.513711152,0,0.72,0,0,0,0,0.28,1,2612,34687,0,827,3360,0,0.01677,0.95882,0.02441,6,5,27,1,38,0
304520848,0.025342822,1,0,0,0,0,0,0,0,3185,84396,809,1016,15780,0,0.05322,0.9256,0.02119,0,19,10,6,6,0
387844724,0.601683029,0,1,0,0,0,0,0,1,3047,14714,328,156829,17318,1,0.00578,0.93617,0.05805,42,8,7127,716,73,0
19468466,0.461935484,0.96,0,0,0,0,0.04,0,1,4035,105655,693,2075,14103,0,0.05439,0.81347,0.13215,0,27,851,72,24,0
80811447,0.579406632,1,0,0,0,0,0,0,1,3778,54135,645,2275,26342,0,0.10212,0.80091,0.09696,0,42,580,178,50,0
303177646,0.68043088,0.96,0,0,0,0,0.04,0,0,3187,82396,811,2007,8845,0,0,0.98492,0.00508,2,87,1119,55,25,0
737081035,0.047688921,0,0.74,0.2,0.05,0,0.01,0,0,2747,25875,25,196141,6204,0,0.00577,0.95382,0.04042,34,26,26480,126785,26,0
48962805,0.462705436,0.04,0,0,0,0,0,0.96,1,3888,80990,404,100861,333,0,0.03225,0.96366,0.00409,77,0,369,79,47,0
1490985685,0.601952278,1,0,0,0,0,0,0,1,2440,20710,273,276024,26784,1,0.02646,0.86435,0.1092,86,107,550362,289710,64,0
114860704,0.022974102,0.63,0.37,0,0,0,0,0,1,3647,14007,194,178816,4415,1,0,1,0,13,54,31800,14455,75,0
453825972,0.149313963,0.04,0,0,0.01,0,0.95,0,1,2961,20464,4,127816,363,1,0,0.98328,0.01672,10,113,37,23,24,0
553429991,0.5,0,1,0,0,0,0,0,0,2859,933,971,148037,2,0,0,1,0,0,1,0,1,0,0
456605888,0.024300616,1,0,0,0,0,0,0,0,2958,17954,19162,90387,752,0,0,1,0,25,1,443,1002,92,0
378743736,0.766970618,1,0,0,0,0,0,0,1,3063,17165,10731,77779,102,0,0.00416,0.98212,0.01373,28,20,75,65,34,0
588630461,0.318965517,0.84,0,0,0.12,0,0,0.04,1,2820,1669,100806,45492,38673,0,0.01081,0.78135,0.20785,0,14,13535,1698,12,0
958092908,0.096260939,1,0,0,0,0,0,0,1,2640,4389,528,20003,35,0,0,1,0,8,0,30,20,88,0
88950376,0.032871153,0.71,0,0,0,0,0.16,0.13,1,3745,54159,1386,108341,86684,1,0.0109,0.96797,0.02113,2,46,2064,744,81,0
391505537,0.026807906,0.98,0.01,0,0.01,0,0,0,1,3040,3394,905,301,9356,0,0.00284,0.97009,0.02707,5,122,252,18,35,0
304768145,0.487179487,1,0,0,0,0,0,0,1,3185,46975,719,23529,76195,0,0.01559,0.91531,0.0691,0,93,5448,1252,19,0
2785960469,0.030431937,0,0.93,0,0,0,0.07,0,1,1964,5874,1629,692,7431,0,0.02856,0.83497,0.13647,1,104,40,6,4,0
1589902021,0.49009247,0.94,0.06,0,0,0,0,0,1,2405,17853,488,1047,11420,0,0.03789,0.95011,0.012,0,54,103,9,28,0
362284562,0.022361943,0.9,0,0,0,0,0,0.1,1,3091,85236,5114,177658,56793,1,0.04885,0.77074,0.18039,3,74,5508,447,37,0
86271665,0.476923077,1,0,0,0,0,0,0,0,3756,13236,2599,104048,2696,1,0.10298,0.75828,0.13872,77,23,6897,5185,92,0
235667666,0.037305995,1,0,0,0,0,0,0,0,3321,65837,1105,1300,580,0,0.09332,0.75014,0.15655,0,7,121,74,25,0
51029993,0.125244618,0,0.11,0.89,0,0,0,0,1,3882,62416,23865,100103,1598,0,0,1,0,179,0,5603,1418,1,0
223272482,0.458015267,1,0,0,0,0,0,0,0,3355,22301,970,2892288,18160,1,0.06579,0.90802,0.0262,0,23,210849,35479,20,0
870508495,0.415,0.17,0.3,0,0.53,0,0,0,0,2681,49583,898,1263,4990,0,0.03998,0.90284,0.05718,1,5,61,13,9,0
403814599,0.502358491,0,1,0,0,0,0,0,0,3023,1138,829,221,4826,0,0.09164,0.83494,0.07341,8,87,934,68,30,0
37115966,0.553058677,0.48,0.34,0.01,0.11,0,0,0.06,1,3938,2037,28,47,20,0,0.06843,0.8352,0.09638,44,17,29,8,4,0
420219280,0.026186709,1,0,0,0,0,0,0,1,3001,91938,885,1249,64610,0,0.1339,0.73285,0.13324,1,32,140,14,55,0
61314535,0.394826413,0.01,0,0,0,0,0.16,0.83,1,3849,21081,815,439291,7039,0,0.02316,0.96383,0.01301,16,81,2746,710,88,0
194975681,0.32371134,0.07,0.04,0,0.09,0,0.5,0.3,1,3426,8136,441,109623,262,1,0.02067,0.81392,0.16541,30,60,32934,2262,99,0
61790113,0.433656958,0,0.96,0,0,0,0.04,0,1,3847,8483,280,4241,19270,0,0.063,0.76151,0.17548,1,66,1952,103,42,0
113125130,0.554347826,0,0.97,0,0,0,0.03,0,1,3653,28648,374,843,494,0,0.04402,0.93124,0.02473,37,25,314,32,3,0
20120735,0.518518519,1,0,0,0,0,0,0,1,4024,51365,2313,61776,37216,1,0.08151,0.76669,0.15182,7,136,4628,441,18,0
451835819,0.066697122,0,1,0,0,0,0,0,0,2963,40851,2008,681,1632,0,0.017657143,0.982342857,0,1,34,3,2,0,0
2244999191,0.026452599,1,0,0,0,0,0,0,1,2238,13570,800,1073,10120,0,0.10921,0.78464,0.10615,0,4,20,10,31,0
123546050,0.432309443,0.83,0,0,0,0,0,0.17,0,3619,2377,301,112695,808,1,0.01927,0.75191,0.22882,13,101,39569,4307,53,0
2452137170,0.032721393,1,0,0,0,0,0,0,0,2125,9818,369,851,6686,0,0.0676,0.82213,0.11026,1,117,348,65,1,0
105305231,0.468690702,0.8,0,0,0,0,0.2,0,0,3679,10059,962,1075,3183,0,0.05933,0.92517,0.0155,4,85,165,62,34,0
797755586,0.538461538,1,0,0,0,0,0,0,1,2718,17531,834,1251,2576,0,0.08735,0.7865,0.12616,0,33,165,174,33,0
1056580334,0.029992943,1,0,0,0,0,0,0,1,2596,54776,1032,1288,17294,0,0.10582,0.7378,0.15639,0,12,43,17,49,0
1063319761,0.01935826,0,0.1,0,0,0,0.9,0,0,2592,159832,90949,98925,333018,0,0.00201,0.82625,0.17175,0,117,525,267,16,0
25688061,0.37399679,0.85,0,0.01,0,0,0.05,0.09,0,3979,34275,1429,607936,2416,1,0.04889,0.94239,0.00872,17,57,1788,162,73,0
165761267,0.488372093,0,1,0,0,0,0,0,1,3501,10103,857,150132,2755,1,0.0216,0.77766,0.20075,16,154,2291,125,18,0
717020725,0.504021448,0.95,0.05,0,0,0,0,0,1,2757,4423,582,775,8523,0,0.09804,0.769,0.13293,31,164,153,42,53,0
544696041,0.474943052,0.97,0,0.03,0,0,0,0,1,2870,43994,1401,1441,24951,0,0.05285,0.83046,0.11667,0,108,174,8,16,0
1335089706,0.477329975,0,0.39,0,0.07,0,0.54,0,1,2501,448,775,78,1650,0,0.03167,0.89532,0.07301,73,29,86,12,39,0
295230196,0.469244288,0.96,0,0,0,0,0,0.04,1,3201,35548,1529,1719,9036,0,0.14565,0.74093,0.11343,1,33,52,34,12,0
12305202,0.438857143,0.85,0,0,0,0,0.12,0.03,1,4410,8181,1862,4647,15347,1,0.04111,0.69136,0.26748,4,107,2362,137,29,0
26767525,0.421052632,0.89,0,0,0,0,0.11,0,1,3974,2842,819,2240,1157,0,0.04622,0.83591,0.11785,4,70,1654,314,79,0
